id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1014245515160741766,RARE FIND. Quiet location. Mid Level. Shared space,36201313,Shirralee,,Central & Western,22.28075,114.1508,Private room,480,28,0,,,2,270,0,
1014280340012683267,Secret deal New cosy APT 6pax 3mins to MTR,82628626,Ao,,Yau Tsim Mong,22.299037133979958,114.17655748860027,Entire home/apt,,30,10,2024-01-31,2.24,3,0,10,
1014399778389999195,高级标配公寓套房  旺角,182752945,艾米,,Yau Tsim Mong,22.3113571076028,114.17199063114946,Entire home/apt,856,3,1,2024-01-16,0.43,9,268,1,
1014420480678661726,Apartment.Quad room-銅鑼灣&時代廣場&國際美食&住宿,24844717,Gigi,,Wan Chai,22.276673,114.185315,Entire home/apt,527,1,15,2024-03-12,3.52,18,227,15,
1014920960028342464,1 cozy private bedroom,23963444,Jade,,Eastern,22.292454175437534,114.19767413266933,Private room,536,5,6,2024-03-03,1.96,1,269,6,
1014934941940244548,香港繁华市区中的温馨之家-近佐敦地铁站-尖沙咀商圈-西九龙高铁站,541168094,海英,,Yau Tsim Mong,22.30381,114.1727,Private room,,1,2,2023-12-23,0.49,21,88,2,
1015079085028783274,Modern flat with glorious views,62933548,Philip,,Islands,22.263710601274894,113.99134358228008,Entire home/apt,1260,2,6,2024-01-05,1.78,1,56,6,
1015476547298984882,Spacious 1 bed unit in Heart of City,212046193,Charles,,Wan Chai,22.27737,114.16894,Private room,250,28,1,2023-12-06,0.27,13,204,1,
1015748718003009593,Hakka Experience House -The Courtyard,544507308,PermAmigo,,North,22.527627948913512,114.2583013736358,Entire home/apt,3246,1,0,,,5,174,0,
1016340062781976214,Hakka Experience House -The Gala,544507308,PermAmigo,,North,22.526143780652838,114.25819090544742,Entire home/apt,6446,1,0,,,5,264,0,
1016433898763454340,High Level Deluxe Double Room @ 187 Wan Chai Road,17232270,Katrina,,Wan Chai,22.27829964568366,114.17772300475296,Private room,377,1,3,2023-12-13,0.70,31,360,3,
1016440929858861107,Sunshine Window Double @ 187 Wan Chai Road,17232270,Katrina,,Wan Chai,22.27663,114.17752,Private room,346,1,11,2024-02-11,2.66,31,291,11,
1016444859389835051,High Floor Co-Living Simple Bunk@187 Wan Chai Road,17232270,Katrina,,Wan Chai,22.27865,114.17845,Private room,240,1,3,2023-12-26,0.87,31,346,3,
1016451666138161754,High Floor Co-Living Window Bunk@187 Wan Chai Road,17232270,Katrina,,Wan Chai,22.278275195906325,114.17706796033437,Private room,251,1,4,2024-03-06,1.19,31,337,4,
1016455490470046042,Co-Living Window Single Bedroom @187 Wan Chai Road,17232270,Katrina,,Wan Chai,22.27847,114.17877,Private room,315,1,2,2024-02-07,0.50,31,346,2,
1016553019298070283,Hakka Experience House -Eternity,544507308,PermAmigo,,North,22.52636,114.25783,Entire home/apt,3086,1,0,,,5,264,0,
1016683703652614766,Austin station residents 柯士甸站高鐵口高層公寓,6763017,Rina,,Yau Tsim Mong,22.30647,114.16695,Entire home/apt,919,29,0,,,120,270,0,
1016881402622808268,Single Room w/ Private bath @TST,70747601,Kevin,,Yau Tsim Mong,22.2985929,114.1723759,Private room,339,1,7,2024-01-02,1.63,6,141,7,
1017050184961453775,大埔區科學園豪華公寓,44228568,Nathan,,Tai Po,22.430464346203323,114.20641511654875,Private room,626,1,3,2023-12-22,0.73,1,173,3,
1017197326909998480,Hakka Experience House-Stability,544507308,PermAmigo,,North,22.527615378715424,114.2579630025521,Entire home/apt,3086,1,0,,,5,270,0,
1017589855479119149,Boutique Hotel in heart of City購物飲食0距離精品居亭,6763017,Rina,,Yau Tsim Mong,22.314797788034884,114.17079652887635,Private room,1033,3,0,,,120,238,0,
1017815936482336447,Bright apartment in Central / Sheung Wan,544979008,Mp,,Central & Western,22.28492,114.15233,Entire home/apt,,5,0,,,1,1,0,
1017917325926957458,The Secret Garden Guesthouse Room 6,544996172,Vivian,,Yau Tsim Mong,22.2977,114.17295,Private room,522,1,5,2024-01-30,1.15,5,179,5,
1018013741694060793,市中心精緻大床套房(無窗)，吃喝玩樂，就在附近,522722793,Kevin,,Yau Tsim Mong,22.304425558735247,114.17275861786916,Private room,278,1,13,2024-03-18,6.29,5,33,13,
1018532935704732209,SOHO Central Cozy Apartment,22159840,Ardit,,Central & Western,22.281873986019935,114.15422642092811,Entire home/apt,1079,2,7,2024-02-26,1.89,1,162,7,
1018537038026214799,Room with Private Bathroom in Shared Apartment,267770044,Habyt,,Eastern,22.28524,114.19341,Private room,380,30,0,,,51,171,0,
1018538429951508787,Unique 2 Beds studio in town!,484116025,Alan,,Yau Tsim Mong,22.314793,114.167765,Private room,643,18,0,,,57,86,0,
1018545970175390020,Private Bathroom in a Shared Apartment in Tin Hau,267770044,Habyt,,Wan Chai,22.28592,114.19276,Private room,385,30,1,2024-01-23,0.48,51,135,1,
1018553166187148058,New Deco Twin Bed Room In SW,484116025,Alan,,Central & Western,22.28672,114.14753,Private room,1089,1,1,2024-01-16,0.43,57,362,1,
1018735688559835581,簡約/尖沙咀酒店/2分鐘到地鐵/機場快線/巴士站/購物/餐廳市中心/海港城,51187996,Aqua,,Yau Tsim Mong,22.297731933983293,114.1703379009712,Entire home/apt,367,1,16,2024-03-01,4.25,8,129,16,
1018758093599815683,西九高鐵站旁豪華舒適的公寓,174899952,Denise,,Yau Tsim Mong,22.304085927396127,114.17270165026245,Entire home/apt,1745,1,15,2024-02-29,3.41,2,233,15,
1018841330696888577,Minimalistic design Tsim Sha Tsim 英倫時尚旅居,6763017,Rina,,Yau Tsim Mong,22.302399747707764,114.1756809194394,Private room,2037,3,0,,,120,145,0,
1019077280129160843,1 Bed - Sai Ying Pun,50476955,Phil,,Central & Western,22.285715171808338,114.144541023774,Entire home/apt,1000,5,0,,,1,139,0,
1019085861885162648,Central Soho Big Cozy Studio,127449394,Yuki,,Central & Western,22.28255331146838,114.15414847433567,Entire home/apt,1100,4,1,2023-11-19,0.23,1,12,1,
1019086425627130875,旺角中心，地铁步行几分钟，娱乐 美食 购物便利，18平方左右大床房，安静、干净 高档,541168094,海英,,Yau Tsim Mong,22.31755,114.17145,Private room,1500,1,2,2023-12-29,0.50,21,41,2,
1019143664256443177,銅鑼灣，獨立衛浴，一周一次清洁服务,198109516,Apple,,Wan Chai,22.282052271684496,114.18484242003036,Entire home/apt,280,28,1,2024-01-08,0.38,75,270,1,
1019187196850809350,Wood-decked Veranda stylish studio 港島西區特色露台公寓,6763017,Rina,,Central & Western,22.283940250153353,114.131235388654,Entire home/apt,1450,29,0,,,120,270,0,
1019194694050831559,"ZA TKW 2 Br, newly renovated!",6067974,Wilson,,Kowloon City,22.3175109,114.1926562,Entire home/apt,750,30,1,2024-01-13,0.41,63,270,1,
1019261340220218633,Three bedroom detached house,449941447,Brian,,Tai Po,22.4642721,114.1566847,Entire home/apt,2800,3,0,,,1,105,0,
1019294831376564848,8A 旺角地鐵口，近城市理工的獨立套房,99505769,Cc,,Yau Tsim Mong,22.31768,114.16968,Private room,250,7,7,2024-03-04,2.10,9,59,7,
1019303714957366967,香港沙田购物中心-近地铁-山湖景观-户外圣地-度假首选,541168094,海英,,Sha Tin,22.37921,114.18938,Private room,3200,1,0,,,21,269,0,
1019469184451756403,close to the mtrstation&sea view,545381369,Mah,,Central & Western,22.2861863,114.1413355,Private room,640,28,0,,,1,365,0,
1019546899293937650,Meticulous design room pet friendly 南區時尚工業風旅居月租,6763017,Rina,,Southern,22.249029003830977,114.16717755062811,Private room,1247,28,0,,,120,181,0,
1019567293009293321,Meticulous design room in south 南區時尚工業風旅居日租,6763017,Rina,,Southern,22.248661968219274,114.16764006141388,Private room,1444,3,0,,,120,270,0,
1019854506073250424,獨立廚廁 | 有電梯 | 5分鐘到地鐵站 | 3床 | 洗衣機 | 15分鐘到中環,440134849,Diane,,Eastern,22.2847533,114.2117583,Entire home/apt,549,15,1,2024-02-29,1,36,337,1,
1019871231932145749,獨立廚廁 | 2分鐘奧運地鐵站 | 單人床 | 洗衣機 | 15分鐘到中環,440134849,Diane,,Yau Tsim Mong,22.319854,114.161301,Entire home/apt,349,28,1,2024-03-19,1,36,359,1,
1019988816547318918,Cozy Studio at Wan Chai,423082215,Anne,,Wan Chai,22.276858433682342,114.17149117680371,Entire home/apt,630,4,11,2024-03-17,3.30,2,16,11,
1020025718672308624,"Blueground | Wan Chai, gym & pool, nr dining",447375511,Blueground,,Wan Chai,22.2755446,114.1741587,Entire home/apt,1389,30,0,,,62,326,0,
1020073068828532281,Modern 2 Bedroom Central/SoHo,9652741,Vikash,,Central & Western,22.2797597,114.155071,Entire home/apt,2199,3,0,,,1,165,0,
1020169768576348366,(UM3) 新裝修，1分鐘到尖沙咀東站，2張雙人床（4人）有窗，獨立廁所,452619020,Knight,,Yau Tsim Mong,22.298788878215714,114.17436196298947,Private room,474,1,28,2024-03-19,6.56,6,57,28,
1020473089871610956,適合一家大細 香港元朗水蕉老圍,539384182,Jacky,,Yuen Long,22.43067,114.02921,Entire home/apt,1400,1,0,,,1,365,0,
1020578320227062486,两房一厅一厨-香港理工大学旁-红磡地铁站火车站周边-九龙中心,541168094,海英,,Yau Tsim Mong,22.3006942,114.1863679,Private room,993,1,3,2024-02-07,1.08,21,47,3,
1020658876081830848,Tsim ShaTsui Luxury 3bedroom Apartment near MTR,545677630,Grace,,Yau Tsim Mong,22.298480104936058,114.17370217328754,Entire home/apt,2423,2,5,2024-02-25,2.08,1,195,5,
1020710391780460393,Serviced apartment - 2 bedrooms,196723966,Mj,,Wan Chai,22.28401258386125,114.19239618537681,Entire home/apt,600,28,0,,,7,30,0,
1020725526415997721,Serviced apartment - 1 bedroom,196723966,Mj,,Wan Chai,22.28442,114.19037,Entire home/apt,550,28,0,,,7,31,0,
1020769888077417296,Spacious Flat in Happy Valley,8998347,Karolina,,Wan Chai,22.2587586,114.1910696,Entire home/apt,1400,1,1,2024-01-01,0.35,1,174,1,
1020804089297408717,Kowloon West historical heritage 歷史級建築旅居長租期,6763017,Rina,,Sham Shui Po,22.32689,114.16206,Private room,561,178,0,,,120,269,0,
1020863197417637529,Boutique cozy room  in Mong Kok旺角市中心精選空間,6763017,Rina,,Yau Tsim Mong,22.320515570502675,114.17262253628765,Private room,1133,3,0,,,120,270,0,
1020913256586891163,Meticulous design pet friendly room 南區時尚工業風旅居日租,6763017,Rina,,Southern,22.24881673912869,114.16940611549309,Private room,1214,2,0,,,120,39,0,
1020934927242267398,New Dream Suite 8pax Spacious & Stylish TST MTR,545729092,Maeva,,Yau Tsim Mong,22.29733611292384,114.17255326931152,Entire home/apt,1297,1,23,2024-03-22,5.85,1,330,23,
1020978421142129427,Near HKU spacious private BR,50172398,Gloria,,Central & Western,22.283546193764142,114.14259645108905,Private room,344,5,3,2024-02-26,1.64,27,265,3,
1021221916974425928,Next to Escalator luxury residents 半山梯旁典雅豪庭服務式,6763017,Rina,,Central & Western,22.27827,114.15165,Entire home/apt,1490,29,0,,,120,271,0,
1021298560872426383,Penthouse suite on Robinson 半山梯旁稀有複式,6763017,Rina,,Central & Western,22.2783,114.15123,Entire home/apt,2690,29,0,,,120,181,0,
1021411825284178153,Discovery Bay Apartment Near Airport & Disneyland,116759999,StayHere Real Estate,,Islands,22.30116,114.01159,Entire home/apt,1300,3,12,2024-03-22,3.60,1,215,12,
1021672886375031493,1-香港溫馨的家居，近MTR和高鐵總站市景雙人大床房,71070048,Zoey,,Yau Tsim Mong,22.30411830788939,114.16796575497345,Private room,451,2,6,2024-02-19,1.59,7,40,6,
1022129802834157047,铜锣湾阳光充足，独立卫浴，一周一次清洁服务,198109516,Apple,,Wan Chai,22.28254,114.18378,Entire home/apt,320,28,0,,,75,234,0,
1022372904538320856,旺角 酒店高级套房,182752945,艾米,,Yau Tsim Mong,22.321060113764638,114.17238798884836,Private room,,1,0,,,9,268,0,
1022405613019119085,"Cozy home in central tst 近海港城,星光大道",174899952,Denise,,Yau Tsim Mong,22.296802279048375,114.17088286206504,Entire home/apt,1645,1,8,2024-03-10,2.26,2,242,8,
1022725360326321808,(UM2) 新裝修，1分鐘到尖沙咀東站，2張雙人床（4人）有窗，獨立廁所,452619020,Knight,,Yau Tsim Mong,22.29820927988188,114.17530976235867,Private room,477,1,18,2024-03-24,4.25,6,0,18,
1022727875038286663,Centrally located cozy apartment in Hong Kong,440134849,Diane,,Yuen Long,22.4445376,114.0222076,Entire home/apt,279,28,0,,,36,365,0,
1022793041584622242,"Cosy Single RM@1 min to Causeway MTR, SOGO, Time S",3776595,Phoebe,,Wan Chai,22.27899303812475,114.18232839603576,Private room,291,1,3,2024-03-17,1.03,27,243,3,
1022807007163028534,"Perfect Location @1 min CWB MTR, SOGO Time Square",3776595,Phoebe,,Wan Chai,22.28053178785233,114.18071756624263,Private room,245,1,6,2024-03-17,1.67,27,278,6,
1022807114223538119,Super Near to Causeway Bay MTR,3776595,Phoebe,,Wan Chai,22.280409596622576,114.1806791677937,Private room,319,1,1,2023-11-20,0.24,27,275,1,
1023530416275884609,Welcoming Serene TST Single Room #302,101834949,M,,Yau Tsim Mong,22.30148,114.1755,Private room,158,28,1,2024-01-23,0.48,5,90,1,
1023737819848931428,Cozy Studio with balcony,231919430,Maria,,Central & Western,22.283713326753908,114.15323050798372,Entire home/apt,866,12,0,,,1,64,0,
1023790918483033136,Presidential Suite 8pax MTR TST,546290266,Alice,,Yau Tsim Mong,22.2972567,114.1726391,Entire home/apt,1582,1,14,2024-03-15,4.57,1,344,14,
1023920047136636528,Historical Boutique Hotel in Downtown 繁華鬧市中的懷舊空間,6763017,Rina,,Yau Tsim Mong,22.32498,114.17139,Private room,1311,2,0,,,120,181,0,
1023933514631642122,Panorama view in Heart of city with balcony露台全新豪宅,6763017,Rina,,Yau Tsim Mong,22.31405516516424,114.16775929823686,Private room,1184,30,0,,,120,181,0,
1024273464810807429,"月租式服務住宅
銅鑼灣 百德新街
海景單位 
B房",252469219,RubyInternationalLY,,Wan Chai,22.281961205151624,114.18451070097585,Private room,667,30,0,,,13,362,0,
1024296401611670970,"服務性住宅
銅鑼灣 百德新街
海景單位
C房",252469219,RubyInternationalLY,,Wan Chai,22.28069,114.18438,Entire home/apt,567,30,0,,,13,271,0,
1024326711938626483,Deluxe Park View Designer Room,524579554,Suraj,,Yau Tsim Mong,22.29794847341813,114.1733303679522,Private room,854,1,9,2024-03-12,2.21,19,362,9,
1024340210234581407,One Bed - Mixed 4 Bedroom Dorm,524579554,Suraj,,Yau Tsim Mong,22.298024279528796,114.17181679711817,Shared room,259,1,2,2024-03-14,0.52,19,362,2,
1024344252729908976,One Bed - Mixed 4 Bedroom Dorm,524579554,Suraj,,Yau Tsim Mong,22.299627947611956,114.17355850320895,Shared room,259,1,1,2023-11-19,0.23,19,362,1,
1024348950325232299,One Bed - Mixed 4 Bedroom Dorm,524579554,Suraj,,Yau Tsim Mong,22.29849262178016,114.17314560664965,Shared room,259,1,0,,,19,362,0,
1024351349729099759,One Bed - Mixed 4 Bedroom Dorm,524579554,Suraj,,Yau Tsim Mong,22.298294269982886,114.17313067595342,Shared room,259,1,0,,,19,362,0,
1024360287160129020,One Bed - Female 4 Bedroom Dorm,524579554,Suraj,,Yau Tsim Mong,22.29988817308086,114.17264583696968,Shared room,485,1,0,,,19,83,0,
1024362859502691391,One Bed - Female 4 Bedroom Dorm,524579554,Suraj,,Yau Tsim Mong,22.300051531846123,114.17167538366927,Shared room,485,1,2,2023-11-29,0.50,19,83,2,
1024365830728603056,One Bed - Mixed 8 Bedroom Dorm,524579554,Suraj,,Yau Tsim Mong,22.29802934259739,114.17272267666866,Shared room,213,1,1,2023-11-21,0.24,19,359,1,
1024368615378516443,One Bed - Mixed 8 Bedroom Dorm,524579554,Suraj,,Yau Tsim Mong,22.300094397064736,114.17310145815561,Shared room,213,1,2,2024-02-17,0.80,19,359,2,
1024547488838122630,Modern&Cozy 2BR Flat near Central,24350923,David,,Central & Western,22.287611,114.147243,Entire home/apt,,5,1,2024-01-04,0.37,1,0,1,
1024734463229246363,Room C- Coliving in Sheung Wan,493088457,Comfy Nomad,,Central & Western,22.28618,114.14726,Private room,400,30,0,,,74,270,0,
1024965380639537261,Modern flat with skyline view!,13148072,Raphael,,Central & Western,22.280421449728298,114.15035129682934,Entire home/apt,1216,3,6,2024-03-18,2.14,1,10,6,
1025019373896109558,Furnished Shared Flat Near MTR,300469168,Spencer,,Yau Tsim Mong,22.31996,114.17164,Private room,256,180,0,,,3,270,0,
1025033361996375230,Share Flat w/suite room near MTR,300469168,Spencer,,Yau Tsim Mong,22.32464,114.17107,Private room,276,180,0,,,3,270,0,
1025080989039733798,Xmas Special in Central,479590608,Kam,,Central & Western,22.281057368492974,114.15861235774379,Entire home/apt,2500,1,0,,,9,72,0,
1025089951822110614,Lunar New Year Special HK Island,479590608,Kam,,Central & Western,22.28511601728924,114.14870168863706,Entire home/apt,1674,1,0,,,9,45,0,
1025178631415253894,Luxuries Living@Harbour Front環迥維港海景時尚旅居,6763017,Rina,,Central & Western,22.28727,114.14234,Private room,2894,3,0,,,120,181,0,
1025217381854053588,Next to Jordan MRT - private bathroom-Double room,51969157,Jojo,,Yau Tsim Mong,22.3055993,114.1718083,Private room,292,1,13,2024-03-16,3.31,18,0,13,
1025249118998035314,MidlevelEast lunar NY Special,479590608,Kam,,Central & Western,22.280119684461514,114.15375640674861,Entire home/apt,1286,1,0,,,9,61,0,
1025253279458884939,獨立廚廁 | 有電梯 | 佐敦地鐵站 | 雙人床 | 洗衣機 | 15分鐘到香港大學,440134849,Diane,,Yau Tsim Mong,22.3078513,114.1664406,Entire home/apt,439,28,0,,,36,155,0,
1025256632401774334,Sheung Wan / Simple 1 Bed-Room Apt with Lift &TV,3786316,Lucy,,Central & Western,22.28641163922742,114.14793168538147,Entire home/apt,697,3,5,2024-02-04,1.24,3,256,5,
1025383896162890301,Private room for rent,546577843,Hussain,,Yau Tsim Mong,22.317863034481718,114.1702822008872,Private room,300,1,0,,,1,270,0,
1025563265159689223,弥敦道油麻地，独立电梯公寓双床房，近地铁,302574437,越,,Yau Tsim Mong,22.312478699558085,114.16980615718515,Entire home/apt,470,1,1,2024-01-02,0.36,2,88,1,
1025596501119211794,Next to Jordan MRT - private bathroom-Double room,51969157,Jojo,,Yau Tsim Mong,22.3055993,114.1718083,Private room,292,1,2,2024-03-17,0.72,18,270,2,
1025598739996433096,Next to Jordan MRT - private bathroom-Double room,51969157,Jojo,,Yau Tsim Mong,22.3055993,114.1718083,Private room,,1,2,2024-02-18,0.83,18,275,2,
1025600580762663002,Next to Jordan MRT - private bathroom-Double room,51969157,Jojo,,Yau Tsim Mong,22.3055993,114.1718083,Private room,,1,0,,,18,275,0,
1025602451587471495,Next to Jordan MRT - private bathroom-Twin room,51969157,Jojo,,Yau Tsim Mong,22.3055993,114.1718083,Private room,315,1,2,2024-03-03,0.88,18,268,2,
1025606010772819459,Next to Jordan MRT - private bathroom-Triple room,51969157,Jojo,,Yau Tsim Mong,22.3051706,114.1719424,Private room,,1,4,2024-03-20,1.67,18,262,4,
1025893255020871962,旺角豪華880呎3房2衛住10人空氣清新旺中帶靜,74268379,敏兒,,Yau Tsim Mong,22.326146653789305,114.17237590595269,Entire home/apt,1775,2,10,2024-03-08,2.80,3,156,10,
1025995553235539666,A Down to Earth Apartment (Male Only),546780319,Wai Lun,,Sha Tin,22.411420984912038,114.22270874973755,Shared room,300,28,0,,,1,270,0,
1026329129478000028,Cozy Apt Downtown Studio Sleeps 5 next to MTR,18741935,Helen,,Yau Tsim Mong,22.304782641310776,114.17278982889529,Entire home/apt,730,1,12,2024-03-06,3.79,12,312,12,
1026452506766029225,The Secret Garden Guesthouse Room2,544996172,Vivian,,Yau Tsim Mong,22.298981366654566,114.1715294851592,Private room,522,1,0,,,5,270,0,
1026579278133258425,Spacious Central Apartment,416275391,Marina,,Central & Western,22.2794316,114.1548781,Entire home/apt,,5,2,2024-02-18,0.68,2,3,2,
1026660431435657834,Highrise across Victoria Harbour,33597320,Archie,,Central & Western,22.282551539892037,114.1506587265722,Private room,350,1,13,2024-03-17,3.22,1,37,13,
1026785911062382478,何文田｜6分鐘到地鐵單人間獨立衛浴｜提供清潔維修傢俱齊乾濕分離,10428889,The,,Kowloon City,22.320379801387364,114.17497680673685,Private room,264,30,0,,,8,269,0,
1027250778085019166,"3房靚裝高铁九龍站傍/3BR/MTR Austin,",19664529,Dan,,Yau Tsim Mong,22.30643616954048,114.16750601219799,Entire home/apt,1394,1,5,2024-03-05,2.00,3,221,5,
1027259368828444051,"灣仔區多窗大套房, 獨立房間, 廚廁乾隰分離",38156634,Raymond,,Wan Chai,22.2771288,114.177625,Entire home/apt,400,2,4,2023-12-26,1.00,4,8,4,
1027267015586909023,"Cosy Single RM@1 min to Causeway MTR, SOGO, Time S",4209137,Cherry,,Wan Chai,22.28125,114.18297,Private room,291,1,4,2024-03-22,1.52,25,243,4,
1027426841903091116,"灣仔區多窗光猛大套房, 旺中帶靜, 食店林立，交通方便",38156634,Raymond,,Wan Chai,22.27605,114.1784,Entire home/apt,420,2,12,2024-03-18,2.88,4,31,12,
1027457220135331257,"3-4人兩房一廳,旺角市中心, 3分鐘直達地鐵，旺中帶靜，",285336852,Youga,,Yau Tsim Mong,22.320847996353915,114.16931666471,Entire home/apt,1462,2,3,2024-03-05,0.90,2,29,3,
1027792542320279518,SanPoKong,503480821,Nelson HIU YU,,Wong Tai Sin,22.337857146555674,114.19783594632091,Entire home/apt,751,1,0,,,2,365,0,
1027928139231428004,"香港九龍海景兩房一廳*絕佳
位置*地鐵站直達就商場 鄰近高鐵站",34667156,Koman,,Yau Tsim Mong,22.318005414606706,114.16223662532771,Entire home/apt,1070,4,5,2024-03-08,1.65,5,220,5,
1028092465181593953,旺角一卧一卫,182752945,艾米,,Yau Tsim Mong,22.319160120150276,114.16896343884024,Private room,428,2,1,2023-12-17,0.30,9,268,1,
1028113251718024220,"Sheung Wan, Stylish+spacious 2BD, fam friendly",22554776,Mark,,Central & Western,22.2853,114.15147,Entire home/apt,2451,2,1,2024-03-22,1,1,156,1,
1028141142491489443,hp112a 尖沙咀地鐵站口的清靜寓所,99505769,Cc,,Yau Tsim Mong,22.298992981700405,114.17210883474752,Entire home/apt,400,30,3,2024-03-09,0.98,9,91,3,
1028517566080516657,Window Super Near to CWB MTR@462 Lockhart RD SOGO,4209137,Cherry,,Wan Chai,22.280792021203943,114.18092814465268,Private room,319,1,6,2024-02-26,1.70,25,275,6,
1028540116045473892,"Perfect Location @1 min CWB MTR, SOGO Time Square",4209137,Cherry,,Wan Chai,22.27957,114.18102,Private room,245,1,3,2024-02-15,1.01,25,278,3,
1028668625883968695,Double Comfort: Twin Bed Room,484116025,Alan,,Central & Western,22.2856607,114.1478972,Private room,1073,1,0,,,57,355,0,
1028670344405763909,whole house in Sai Kung,547322350,Steven,,Sai Kung,22.402252450462615,114.32262383393098,Entire home/apt,2500,3,0,,,1,271,0,
1028675340168328462,A Cozy Room for Two,484116025,Alan,,Central & Western,22.2856607,114.1478972,Private room,1078,1,1,2024-01-24,0.48,57,348,1,
1028686729519477263,High Floor! Cozy Room for Two,484116025,Alan,,Central & Western,22.2856607,114.1478972,Private room,1084,1,0,,,57,353,0,
1028694441538517077,Large TwinBed Room in Sheung Wan,484116025,Alan,,Central & Western,22.2856607,114.1478972,Private room,1096,1,0,,,57,341,0,
1028777434543897643,Tsim Sha Tsui 3BR Comfy Apt!,1654196,Salin,,Yau Tsim Mong,22.2951960652665,114.17462152700068,Entire home/apt,1718,1,1,2024-01-09,0.39,85,305,1,
1028789403187370849,Tsim Sha Tsui 3BR Comfy Apt!,6684297,Emma,,Yau Tsim Mong,22.29523,114.1726,Entire home/apt,1536,1,12,2024-03-23,3.36,60,305,12,
1028840118026875083,"Newly renovated studio, 3 min from MTR",20968652,Ivy,,Wan Chai,22.2795619,114.1807569,Entire home/apt,650,28,10,2024-02-05,2.50,2,149,10,
1029013553675886699,3 bedrooms 2 bath apartment,42867930,Rachel,,Sai Kung,22.321303971724937,114.25472883440435,Entire home/apt,1600,7,0,,,1,84,0,
1029262999278412404,Co-living For Creatives: The Sun Room | 1 min MTR,30690166,Marco,,Yau Tsim Mong,22.3254137,114.1690946,Private room,268,4,3,2024-03-15,1.91,2,141,3,
1029393010752424887,何文田｜6分鐘到地鐵雙人房｜提供清潔維修家具乾濕分離可長短租,10428889,The,,Kowloon City,22.320425797492682,114.17306177346357,Private room,317,30,0,,,8,270,0,
1029424323101831611,[TW4] Exquisite Suite/KIT & Prv Bath/Tsim Sha Tsui,546894865,Chole,,Yau Tsim Mong,22.30175,114.1718,Entire home/apt,639,2,7,2024-03-05,3.04,4,72,7,
1029452556227144084,[MW3] Superior Suite/KIT & Private Bathroom/Austin,546894865,Chole,,Yau Tsim Mong,22.30693675023431,114.16727533266105,Entire home/apt,623,2,5,2024-03-03,2.38,4,70,5,
1029468912679862755,[MW4] Superior Suite/KIT & Private Bathroom/Austin,546894865,Chole,,Yau Tsim Mong,22.308166093845603,114.16665194744326,Entire home/apt,557,1,3,2024-03-10,2.09,4,81,3,
1029509500874645270,地铁口高端套房  北角,182752945,艾米,,Eastern,22.28935015925901,114.19405742651315,Private room,563,28,0,,,9,270,0,
1029601830259761470,3 Br Apartment good for family trip near metro,547521264,Alyssa,,Yau Tsim Mong,22.307812276573287,114.16613560169935,Entire home/apt,825,1,16,2024-03-01,3.97,1,226,16,
1029642717049512272,Air-con Comfort Room @ 1m Wanchai MTR Johnston Rd,4209137,Cherry,,Wan Chai,22.27648,114.17457,Private room,252,1,1,2024-01-28,0.52,25,266,1,
1029920177480390422,Bright HK Appartment with a view,16241500,Maxime,,Central & Western,22.2791016,114.1507349,Entire home/apt,1829,2,3,2024-02-13,1.00,1,33,3,
1030008858673872184,[PL1] Stylish Suite/Private Bathroom/Jordan MTR,546894865,Chole,,Yau Tsim Mong,22.305567488598555,114.17326931527187,Entire home/apt,579,2,8,2024-02-15,3.20,4,64,8,
1030023506168214832,两房一厅，无敌海景房，视野辽阔，理工大学旁，红磡地铁站附近,541168094,海英,,Yau Tsim Mong,22.29955584219285,114.18557757897263,Entire home/apt,1397,1,3,2024-01-13,0.93,21,82,3,
1030159903642778129,Appartement Wan Chai 1 min métro,239352693,Thomas,,Wan Chai,22.2780417,114.1734206,Entire home/apt,782,6,2,2024-02-19,0.68,1,10,2,
1030190271209829005,XMAS & New Year Promotion,479590608,Kam,,Wan Chai,22.27613589870432,114.17397335795037,Entire home/apt,1400,1,0,,,9,89,0,
1030226693343542224,Bright Big Window Comfort Double@ 1 M Wanchai MTR,4209137,Cherry,,Wan Chai,22.27767,114.17477,Private room,332,1,2,2024-03-02,0.74,25,147,2,
1030264764295008439,Luxury apartment 2,516090360,Aman,,Kowloon City,22.306769524438636,114.19133574257839,Private room,400,1,12,2024-03-06,3.56,2,72,12,
1030443479619439906,Entire home in downtown.,8812805,May,,Yau Tsim Mong,22.29767121317495,114.17442384072912,Entire home/apt,526,2,7,2024-03-08,1.96,1,170,7,
1030694024801391428,交通極方便，2人房next to train station,152032844,WinGwinG,,Yau Tsim Mong,22.297260059709703,114.17263895273209,Private room,301,1,4,2024-02-15,1.12,8,76,4,
1030760081836363876,Airy double bedroom with balcony,3941461,Nina,,Sai Kung,22.394001932912445,114.30911445775024,Private room,973,1,2,2024-03-24,0.88,1,265,2,
1030791522758566647,愛麗絲洒店2,547774179,Peng,,Yau Tsim Mong,22.296500981572752,114.17232178151608,Entire home/apt,333,2,13,2024-03-17,3.33,3,14,13,
